uuid,prompt,topic
98a4d5ed-ecbb-50cd-890b-33e277d0a18d,"Farmers warm themselves by fire, buffaloes walk, rice plants fly away.  ",farm
f29a0b3c-c635-5f43-b20d-a8f0c6827e22,"Millet has a set of characteristics that optimize farmers&#39; resources, requiring less water compared to corn and sorghum, while at the same time producing high-quality grains with good market acceptance.  ",farm
9967689a-ecd3-57f6-aa37-1355c8ebca7c,"extremly large factory farming with millions of animals from bird eye view, 4k  ",farm
bf820554-7804-5909-9174-5144e7075a1f,bringal plant growing with bringal in farming land  ,farm
85dee647-38cf-55dd-ab1d-a2f3b7dc8ea7,"future vertical farm, where a man standing in the sky is using a remote control to operate three fully automated, tech-savvy tractors to plow the field  ",farm
4be4a667-f484-5003-9530-d07ef6733647,Show a barn with a friendly farmer.  ,farmer
8432c778-4abc-5371-8bf5-27fdda8c7567,"Depict a bustling farmer&#39;s market on a warm summer day, with vibrant colors and the aroma of fresh produce. size 9:16  ",farmer
45180d67-a01d-5079-ad8e-8bad92ba1b3b,"The camera focuses on the face of an elderly farmer, his features etched with lines of age and concern. He steps out of the farmhouse, his eyes fixed on the hovering saucer above. In his hands, he firmly grips a shotgun, its barrel pointing upwards towards the unidentified object. The background is slightly blurred, drawing attention to the farmer&#39;s intense expression. The image retains the grainy texture and monochromatic tones of an antique photograph. Variable Weights: Farmer: 0.9 Shotgun: 0.8 Flying saucer (background): 0.6 Black and white: 1.0 Antique look: 1.0 Highly detailed: 1.0 Highly dynamic: 0.8  ",farmer
1b20bbef-dbfc-5bfd-96ec-2210ae8af390,"inside liminal farm caught on VHS tape,dreamy, fever dream, nightmare, foggy, dark, atmospheric, -ar 9:16  ",farmer
6b0b8a9a-67b4-55b6-a443-b025decb64e6,"two sad poor rural indian farmers in vests and dhoti, sitting in a dry field in the afternoon and talking and crying. both the characters should be centrally placed, ultra HD 4k  ",farmer
3f68a033-b97e-5536-b800-37bd65bea289,"a very strange farmer, black and white, 16 mm, realism,-zoom in,-gs24,-motion 4  ",farmer
27bf85e5-6302-5259-a651-803f045c8c12,two bulls pulling bullock cart on road near farms in village  ,farmer
d29150f9-9381-500d-9bb3-1d4dab099818,Farmer must always be on the Ferry when it crosses river  Message: 1 Attachment  ,farmer
ce8891ff-b8bf-5eae-a637-b1a233e2863d,once there was a poor Indian farmer with dirty clothes who was waiting for a plant sapling to grow but there was only one droplet of water to water the plant his land was dry and the sun was shining bright  ,farmer
4cd78d1a-f262-5ec9-8bf1-318fc1bd2548,a poor farmer begging for help to a Indians king&#39;s gard  ,farmer
da1c52a2-552a-5c87-bf7e-46b02abb9b61,"obese americans fighting in a fast food restaurant, cinematic look, chaotic composition, insane details, dramatic light, photorealistic --ar 16:9  ",fast food
d1e33909-767b-5786-a30c-ab841ef718eb,"fast food worker, motion 16, —chaos 66, camera zoom in, stressful  ",fast food
e296224c-421a-5aad-a2e0-1b10aa8eab86,A young man wearing a Burger King cap and jacket enters a restaurant with a confident expression on his face.  ,fast food
f6df5f87-080a-50c7-84e5-d7d154e2e2f3,Happy Meal set  ,fast food
df5ada97-69e8-5636-92a7-89161e682dfd,"udicrously large burgers, fries, and drinks, towering over the city skyline  ",fast food
2bf8b495-0620-55b5-a57a-b4ee85f81589,"a fast food chicken kitchen with a deep fryer, covered in blood, in the style of a goregrind album cover  ",fast food
9d6563a0-d195-59bd-9016-960b7318a021,The Big Mac by Vincent Van Gogh  ,fast food
58e243de-e65c-558c-81e7-8d2f3d2a5465,dancing fast food -ar 1:1 -gs 22 -motion 4  ,fast food
37cba387-3295-5fb7-a699-bd23fe671537,we see the interior of a fast food restaurant called &quot;krusty burger&quot; and a teenage boy with shaggy hair and acne is standing at the cash register ready to take an order  ,fast food
2b8986ee-dcb2-55e4-a05a-25f933e9ae34,rotating chicken nuggets  ,fast food
3f870321-a1b1-5af8-824c-58c3d92a83c6,"A family is eating mooncakes under the moon. The wind blows through the leaves, and the leaves float in the air  ",festival
b6185995-dc89-56c4-8386-d48eb79fb5ba,"Mid-Yuan Night in Tang Dynasty, China, Crowded, many lanterns, 4K -ar 16:9  ",festival
2d79f310-5e9b-5fb1-a9ff-60e77e2d328c,The whole family is eating mooncakes and admiring the rounded moon  ,festival
47beffac-93fd-567e-ad27-1d0ef619059f,"drone shot, inward zoom, ancient Indian rave, ancient indian stage, dance festival, 4K  ",festival
e74d33eb-4a7b-55a1-a105-a8ed41d463ac,a black hole opens up in a music festival  ,festival
e2f7a4f5-2f6c-52b0-9f85-a3eae3bc5ed9,mahabali revisiting onam  ,festival
1c69a2df-ea69-53ff-85d6-6dae4c4c5414,cute ganesh in mumbai  ,festival
e37b6293-41bf-5805-8ad9-f6f098ac8c4d,installation of decorations on a festival  Message: BestMosDecor (Font: MODERN)  ,festival
63052f65-b89f-5e67-83ef-62d1d6b3ccb1,forgive festival happy people and kids  ,festival
0619fb93-a7c7-5e8c-9473-a25795614218,"Create a captivating visual representation of the Thiruvannamalai Deepam festival, long view mountain night light top of the mountain fire glowing  ",festival
3cec99a0-a4dc-5293-adf8-749d4018bd3b,A view of a wheat field from the sky with waves of wheat blowing in the wind -camera zoom in -size 50 -w 2  Message: hello (Font: COMICS)  ,field
5b61f8c3-55d0-5a43-9b45-d6561c8c6d0d,a beautiful field of wheat on rolling hills blowing in the wind -ar16:9  ,field
731e8ece-9e9d-5b4c-a127-58e535328fc2,"cinematic, detailed, view from side, large, endless cornfield on wind -camera pan right -neg bad quality, noise, blurry, draw, comic, cartoon, lack of detail  ",field
445b4882-ac71-5508-a011-06d0b8ffd8dd,tractor is ploughing in the field  ,field
cc790ad1-210d-54e9-a229-78643dbdd398,wheat feild waving in the wind anime style dark  ,field
fb3e2783-15fd-5fc7-873f-69710125c63a,A woman was standing alone in a field of sunflowers zoom out  ,field
3d95e04b-7390-56b8-9183-38c36447ca9d,"overview of a landscape of corn field, very large, green sun, liminal  ",field
659faf99-ca9b-59e5-9427-7532487cb318,a video about a yellow rice field  ,field
66557a7c-536f-57aa-b44b-3db4eb534583,a sunflower field at with rising sun at dawn with multiple butterflies camera view from above  ,field
a0d7de15-06fa-5dbb-8095-22030d30170d,Cornfield  Message: believe (Font: SANS SERIF)  ,field
93f6e0fe-79e5-5eeb-ab67-91459cfc9e3a,"a film director walking forward to the camera, smile happily.  ",filmmaking
a5c3313c-53aa-5b30-8af9-74261e58de18,arthouse  ,filmmaking
3dfc5b61-fee1-5fb4-9206-4ea55eee9ad7,master explaning The 3 Basics Of Cinematography  ,filmmaking
2369bfcb-b561-5cae-a945-0bc7bd2d4db1,The director discuss with animators and technicians on the sequence to use for the film.  ,filmmaking
25949efe-b789-5c28-b989-20da8ace8d22,"The film has been receiving a lukewarm response ever since it hit theatres last week. On its sixth day at the box office, the film saw a dip in collection.  ",filmmaking
8d3ed3d1-a451-58ed-8cd0-f971038f81e5,"Large format camera Cinematography of a bustling city, Kodak Porta, 35mm lens -neg &quot;cartoon, vector art, clipart, 3D, distorted, amateur, split, blurry&quot;  ",filmmaking
5eeb6880-c2d1-5172-9efa-23c4a4a3707f,"70mm hyperdetailed film grain fighting your laptop computer in the realm of your parents basement, cinematic, terrible  ",filmmaking
0a3b1f17-7162-5b09-8439-29c8943590ab,"[Show a white screen fading in as a harmonious yet intriguing musical score begins. This sets the mood for the film and captures the audience&#39;s attention.] unreal engine, hyper real --q 2 --v 5.2 --ar 16:9  ",filmmaking
b4d38d50-fc36-5a28-876e-3f85b5c133ac,Camera moving  ,filmmaking
0875e0c6-67b9-5f68-a15e-4f370c1694f5,"magic mountain by Tarkovsky, stars, zoom, shining, black and white, 18 mm, -ar 9:16 old film  ",filmmaking
7a165cde-cc1d-5953-8ae6-46a222046cac,"early humans around a fire, black and white silent film, yellow, grainy  ",fire
52138959-3867-571b-a2b4-4db63d296616,"complex wooden truss architecture structure getting fire, in a destroyed city, postapocalypse, inside -camera zoom out -motion 3 -fps 24 -ar 16:9  Message: SEI (Font: MODERN)  ",fire
aff0ed62-6705-519d-866e-427bf2884547,"the same atmosphere, the fire is burning  Message: 1 Attachment  ",fire
9e9a0783-f256-56b7-8fe1-9a2964ec53ad,Santa Monica city hall with a sign on the building &quot;Santa Monica city hall&quot; and the whole building set on fire  ,fire
c88c4cfa-d1b1-5e1b-ab84-a17bc3ddf706,"homo naledi in the stone age making a fire, cinematic  ",fire
b31e26c3-1c09-54bd-bee0-51687bfb8bd5,"moving fire and elements, moving flames  Message: 1 Attachment  ",fire
3e5b217d-fd3e-5af6-b4c0-df40eada6218,"wild animals running away, close-up, burning desert in the background, sunrise, --motion 1  ",fire
c5522f3b-2950-5d6c-a0c3-3325c5d24a15,a tree on fire in the forest.  ,fire
17b37b0a-9b0c-5186-8266-ea47dc879db3,:fire is burning and the winter starts  ,fire
acebeceb-aec2-589f-9ef6-67eb473eb95e,fire -ar 9:16  Message: haram (Font: MODERN)  ,fire
669c7f99-8426-5d48-b385-5d3a6b862f40,"quite shot, front view, centered, Mike baguncinha holding a machine gun in front of white house, realistic -neg &quot;deformation, distortion, beam of light, smoke, rays of light, still, change, strange movement, back view&quot; -motion 1 -gs 12 -fps 24 -hide  ",firearm
80e20bb3-43a2-59b5-bef1-419c99029baa,"extreme closeup of a gloved hand shooting a sawed off shotgun, magic hour,  -neg  morphing, erratic fluctuation in motion, noisy, bad quality, distorted, poorly drawn, blurry, grainy, low resolution, oversaturated, lack of detail, inconsistent lighting, --gs 10, --motion 3  ",firearm
6ca16d27-aa09-57b6-845a-46156bdd8857,"A peaceful scene of the canopy of oak trees bathed in the mid-day summer glow. The atmosphere is peaceful and calm. Nature at its finest.  <em>BANG</em> A loud thunderous gunshot disturbs the previous calm and quiet of the woods. Birds take flight in different directions, sounding the alarm to warn the other forest inhabitants who quickly took to their hails. Running disparity for their lives. The source of the sound appears to be coming from an open field turn D.U.Y gun range with the help of some tin cans placed some distance away from a picnic table that is being used to hold the gun, a Remington Model 700, ammunition as well as some snacks and drinks.  ",firearm
deff04bf-444a-5d87-a235-81485bfa51f9,"farmer soldier cleaning gun in the woods, black and white, 16 mm, realism, -gs24, -motion 4  ",firearm
9b1c02a2-1b14-53b8-9b22-bd8ddefc5cbb,"a stickman shooting another stickman in the head with a gun , yellow background  ",firearm
ceac39e1-883f-5526-9b62-9b15f37b94a4,my concept is: a 4 second clip of an close up of a group of amputated hands firing tiny assault rifles. Lots of explosions. --gs 22 --ar 4:3 --seed:2023  ,firearm
82951e33-f6f4-5642-96a9-c7026893a42b,"medium shot angle apocalypse people, 5 second  ",firearm
f36a138d-5bb2-51f9-a99b-c5b687028a83,A COLLECTION OF CAP GUNS  Message: COLLECTORS IN SPACE (Font: MODERN)  ,firearm
29265309-4379-5d3e-bc01-d96ef6738061,American cinematographic shot of a hand picking up a gun lying there on a wooden table. 8k hyper realistic cinematic 8k hyper realistic  ,firearm
33ef3569-e819-5520-bd53-e9102a6936ae,smooth ride on a Colt revolver on a metal table  ,firearm
7d9fe807-cf82-5aa1-a8d3-3182b6d66f53,"a firefighter holding a big bag, pumping the bag manually --m 2  ",firefighting
27588a97-5a05-5c25-a9f1-25f8853188bd,"fire,run and fire  ",firefighting
01dadbe2-ba0b-56d0-9a9f-9d3c9d98f215,a cow on fire  ,firefighting
487e303d-ff64-5c7a-9593-91574412690f,"photo, a group of fireman fighting fight diverse mix, action shot, 8k uhd, dslr, soft lighting, high quality, Fujifilm XT3  Message: love you (Font: MODERN)  ",firefighting
2338aaf6-6009-5a54-8920-084d5f69c604,a woman watching flames  ,firefighting
fdbec7af-5137-5dd0-aa6e-d00799c5e0a5,a fire fighter in a burning building runs walking towards the camera - fps 24-gs-16-camera pan left-motion2-seed1234  ,firefighting
ab19d704-6732-5007-98f3-528aef718537,FIRE UNDER Cooktop IN KITCHEN  ,firefighting
66bb8e39-46cb-52d2-9c96-b1a64255b6d9,Firefighter bodybuilder  ,firefighting
55f476c7-8a7d-58cc-a48d-228790214fad,burning face  ,firefighting
ebb7f24d-15b9-5067-8003-953ca3da6027,forest wildfire  ,firefighting
218b1544-c224-53e0-9cd0-f16713a5d0bb,a girl in a beautiful red dress conjured a firebird with magic  ,firefly
7ecef418-1309-5a11-83f3-ffadaad66280,slowly focusing in on an all black housefly  ,firefly
e79a3efd-2ed9-5a91-b7ea-4d9d8c4cb0cd,"An image of Spark, the little firefly, hovering above a path in the moonlit forest, his glow casting a gentle light on the surroundings.  ",firefly
279c13ec-9bf9-598f-96e5-8df80ccab36d,Massive swarm of fireflies illuminating a snowy night landscape.  ,firefly
d0143d98-62ba-5cd6-bcc3-5d6772bdab57,"A glowing firefly, at night  ",firefly
fc51c51e-4ace-5502-8dfb-1f9415a8c1b6,"fireflies in a field, magical  ",firefly
67aada09-5b16-55e0-bd30-e5ca754d5cbe,animate dragonflies flying  in the garden  ,firefly
1e07fa25-dfdc-5b10-9c75-acedbee759e2,"Lily in awe as fireflies light up the forest path, creating a sparkling, dreamy atmosphere cartoonish, Ultra HD, disney style, pixar style, animation, -ar 16:9 -motion 3  ",firefly
2b63e3d0-28ee-52f7-802c-0f87f3eb3458,beautiful paradise view many fireflies are flying all around upward motion cinematic and realistic view -ar 9:16 -motion 3 High Definition highly detailed  ,firefly
9b452ca6-54ef-5f7d-a185-fd2cc935bf66,- a firefly flies slowly - In a peaceful forest with a bluish tinge  ,firefly
bbc9bf22-3dab-5020-8122-1e826a470a2b,fire in fireplace  ,fireplace
adfb03f0-1f5b-5537-8a20-1ec2068849e4,"a view of window with blizzard moving, inside the bedroom there is a fire place moving  ",fireplace
af2448ee-0650-5b99-93b2-bbe1970ca314,a fire in a fireplace  ,fireplace
5abeec6e-2ae6-58e8-8b29-c5aa3d44a8cb,a close up of a fireplace  ,fireplace
26f46fce-afb1-592d-949f-df50456ef742,chimney with fire. It&#39;s night. 4k image  ,fireplace
39d555de-8f70-5ae5-8612-0f85ea4aea56,firepiece cracking inside a house during a winter snowing season  ,fireplace
e474ba9a-7cdb-5ab0-b3b5-f45b18544303,"flickering fireplace, cozy bedroom, bay window looking over the moving ocean high quality -neg low quality, blurry,  ",fireplace
33c179ad-115a-5b9a-b4e2-d02252886e36,a fireplace with logs burning  Message: 1 Attachment  ,fireplace
f4eb5760-af46-51e3-825e-a7bb051b51f2,A gray-haired grandmother in a gray sweater is cleaning soot from the fireplace.  ,fireplace
5d1dd7f8-3c10-59b6-9757-b52748afbe5d,"smoldering fireplace, faces appear in the flames  ",fireplace
312bc687-226e-5223-883c-87261fc37fd5,fireworks  Message: Icekirin (Font: MODERN)  ,firework
c1f3235a-2b62-563d-981c-42ebc8c497a0,"disneyland castle with epic fireworks animation,flying dragons, cinematic, night, neon lights, distant view from moving drone  ",firework
5aa1fd3e-b35f-5f79-9a27-9202f261af11,"Happy New Year, 2024, Fireworks are exploding.  ",firework
38e0dbaf-a839-5923-984c-3c25e9fa7aaf,fireworks above Magic Kingdom Castle  ,firework
ca08ae30-0c31-5218-a414-932646b23d9d,fireworks chinese  ,firework
8ce2beb6-ad97-5b97-b7b1-5bb4dbcdf296,prompt:Fireworks. -seed 5099464  ,firework
33553aa0-0ded-581c-be64-a52001213cb1,blonde girl with fireworks in style of Pixar animation  ,firework
8831e378-68a5-54db-b7b4-e8951a520ba7,A little girl appears on the screen setting off fireworks  Message: 1 Attachment  ,firework
5aa5caa6-38b4-553f-98e3-d2a4fd3dc07b,fireworks display in the sky at night -seed 531313  ,firework
0f978f28-9a5e-5484-ab4c-98a4c7f2f0af,"Beautiful fireworks bloom,  ",firework
48adf101-4059-5655-9432-6731845952a5,man fishing from boat in open ocean with spinning rod  ,fish
a9ceb83e-ccb0-5e08-bbf5-cba116a1d18a,"underwater scene, in the dark water piranhas eating attacking golden fishes, parts of golden fish body in the piranha’s mouth, sharp teeth, red drops --ar 16:9  ",fish
1609dec4-541d-5d08-a0f0-5412bc67dfd7,"A close-up of a single, rare fish with iridescent scales reflecting the sunlight, a detailed exploration of its unique features as it swims gracefully, underwater romance, soft focus and close-up shots to highlight the fish&#39;s details, soft and warm lighting, 4K -gs 20 -neg &quot;no dark scenes&quot; -ar 16:9 -seed 6688888326330300  ",fish
f284d1b4-211e-5941-877a-d97855310ab2,"Rudi is an angler who likes fishing in the lake near his house.  He often went there in the morning, carrying a fishing rod  ",fish
37c6ad3d-adfe-5fa8-b80c-901040b755b2,big fish on the small ship  ,fish
